Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения
"Гусеница Фифа (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр 'Коврограф 'Ларчик'";"";"Гусеница Фифа (м)";"";"";"gusenitsa-fifa-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/17a26dbc-adf4-4f50-b7a4-bb2566248056.png"
"Гусеница Фифа";"";"";"RUB";"170";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр 'Коврограф 'Ларчик'";"";"Гусеница Фифа";"";"";"gusenitsa-fifa";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/798aeb2e-9391-43e7-be28-9a9e5c75245d.png"
"Галчонок Каррчик (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Галчонок Каррчик (м)";"";"";"galchonok-karrchik-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/48de8cb2-b5d4-4468-be0b-3ab2722cb9b1.png"
"Галчонок Каррчик";"";"";"RUB";"240";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Галчонок Каррчик";"";"";"galchonok-karrchik";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/ba0af7f9-648d-4dbc-bf94-74438d96c665.png"
"Ворон Метр (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Геоконт', 'Прозрачный квадрат', 'Квадрат Воскобовича двухцветный'.";"";"Ворон Метр (м)";"";"";"voron-metr-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/ea30c7c0-c76b-45e0-89d0-b9df59eb87bb.png"
"Ворон Метр";"";"";"RUB";"370";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Геоконт', 'Прозрачный квадрат', 'Квадрат Воскобовича двухцветный'.";"";"Ворон Метр";"";"";"voron-metr";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/d3d90789-ed0c-43dc-83ce-dd6cc3d49d08.png"
"!!Головоломки, разное";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Чудесный круг";"";"";"RUB";"300";"1";"";"";"";"Игра рекомендована З.М. Михайловой. 
Головоломка представляет собой круг, состоящий из 8 деталей, из которых ребенок сможет собрать большое число разнообразных силуэтов и фигур. Для освоения игры предусмотрены 4 ступени: от простого составления силуэтов по образцам до составления фигур по уменьшенным примерам.";"";"Чудесный круг";"";"";"chudesnyy-krug";"";"";"";"4-12";"";"";"http://www.geokont.ru/images/2016_01_22/da99223c-64c4-4e11-ae06-5f4e2a16d501.png"
"Три кольца";"";"";"RUB";"300";"1";"";"";"";"Игра рекомендована З.М. Михайловой.Головоломка представляет собой три разноцветных переплетенных кольца. Каждое кольцо состоит из 2 неравных частей. Задача ребенка – собрать все части воедино используя предложенные варианты или придумывая свои.
С помощью деталей головоломки можно создавать силуэтные изображения, фигуры, узоры и орнаменты на плоскости, обводить контуры получившихся предметов на бумагу, а затем раскрашивать их.";"";"Три кольца";"";"";"tri-koltsa";"";"";"";"4-8";"";"";"http://www.geokont.ru/images/2016_01_22/698cfeba-ea1a-466f-9187-249dafa5a38d.png"
"!!Продукция сторонних производителей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Методическое пособие 'Волшебные гонзики'";"";"";"RUB";"230";"1";"";"";"";"";"";"Методическое пособие 'Волшебные гонзики'";"";"";"metodicheskoe-posobie-volshebnye-gonziki";"";"";"";"любой";"";"";"http://www.geokont.ru/images/2016_11_30/5dcd73f0-2671-4ee3-923e-b30eb1bdba64.png"
"Ковролин";"";"";"RUB";"650";"1";"";"";"";"Используется для создания развивающей среды и разных элементов, предметов. Ассортимент: красный, оранжевый, желтый, зеленый, голубой, синий, фиолетовый, белый, серый, бежевый, черный.";"";"Ковролин";"";"";"kovrolin";"";"";"";"любой";"";"";"http://www.geokont.ru/images/2016_04_04/8d1ec8f1-1f3b-49b9-8298-6cfc5f5b470e.jpg"
"Гонзики";"";"";"RUB";"60";"1";"";"";"";"Способствует созданию эмоционального комфорта ребенка, развивает моторику рук, способствует развитию монологической и диалогической речи";"";"Гонзики";"";"";"gonziki";"";"";"";"любой";"";"";"http://www.geokont.ru/images/2016_01_22/82a332e7-e766-489d-ae83-56dbddf5243c.png"
"Гном ФИ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном ФИ (набор для лепки)";"";"";"gnom-fi-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/09e25a1a-5223-4749-bc43-88bb07ca50c3.png"
"Гном СЕЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном СЕЛЕ (набор для лепки)";"";"";"gnom-sele-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/9ae34c77-dd75-4025-8df7-76a7c01f5c43.png"
"Гном ОХЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном ОХЛЕ (набор для лепки)";"";"";"gnom-okhle-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/a4b74eb8-3c26-4c55-87dc-6985559098d7.png"
"Гном КОХЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном КОХЛЕ (набор для лепки)";"";"";"gnom-kokhle-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/df732719-8b51-46ae-8452-442a943854d2.png"
"Гном ЗЕЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном ЗЕЛЕ (набор для лепки)";"";"";"gnom-zele-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/f3b3a1dc-7d74-4399-861d-78363ef83907.png"
"Гном ЖЕЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном ЖЕЛЕ (набор для лепки)";"";"";"gnom-zhele-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/8c35db1d-e7bb-46a7-99f9-af136d7e1292.png"
"Гном ГЕЛЕ (набор для лепки)";"";"";"RUB";"250";"1";"";"";"";"Набор для лепки гномика из полимерной глины. В наборе есть пошаговая инструкция.";"";"Гном ГЕЛЕ (набор для лепки)";"";"";"gnom-gele-nabor-dlya-lepki";"";"";"";"5-15";"";"";"http://www.geokont.ru/images/2016_08_30/739b1be7-221a-4bc4-ad7e-c3b4f80d6b86.png"
"'Волшебные гонзики' комплект - Нет в наличии";"";"";"RUB";"";"1";"";"";"";"";"";"'Волшебные гонзики' комплект - Нет в наличии";"";"";"volshebnye-gonziki-komplekt---net-v-nalichii";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/eed7d932-a776-4e45-85c9-74bb37b48fff.png"
"!!Часы";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Часы 'Фиолетовый лес'";"";"";"RUB";"";"1";"";"";"";"";"";"Часы 'Фиолетовый лес'";"";"";"chasy-fioletovyy-les";"";"";"";"5-10";"";"";"http://www.geokont.ru/images/2016_02_24/8f1f58a1-d02a-466b-b193-e5e9f221927f.png"
"Часы 'Теремок'";"";"";"RUB";"";"1";"";"";"";"";"";"Часы 'Теремок'";"";"";"chasy-teremok";"";"";"";"5-10";"";"";"http://www.geokont.ru/images/2016_02_24/af46f8ac-b697-4788-abde-bc8e3ecdff53.png"
"Часы 'Подсолнух'";"";"";"RUB";"";"1";"";"";"";"";"";"Часы 'Подсолнух'";"";"";"chasy-podsolnukh";"";"";"";"5-10";"";"";"http://www.geokont.ru/images/2016_02_24/64b7111b-349c-456f-8cd3-88c69796876a.png"
"Часы 'Мишка'";"";"";"RUB";"";"1";"";"";"";"";"";"Часы 'Мишка'";"";"";"chasy-mishka";"";"";"";"5-10";"";"";"http://www.geokont.ru/images/2016_02_24/7a1658d2-a176-44b1-a820-8398b770c0f0.png"
